author,binding,category,depth,height,isbn10,isbn13,language,noOfPages,price,publisher,publisherDate,returnable,subTitle,title,url,weight,width
Rick Riordan , Paperback,Home::Children & Teens::Children’s & young adult fiction & true stories::Adventure stories (children’s/ya), 44, 129 mm, 0141342560, 9780141342566,, 496,₹303, Penguin Books Ltd, 18 Sep 2017, Y,,Magnus Chase and the Hammer of Thor (Book 2),https://www.bookswagon.com/book/magnus-chase-hammer-thor-book/9780141342566, 344 gr, 196 mm
CHETAN BHAGAT, Paperback,Home::Fiction::Religious & spiritual fiction,, 203 mm, 8129135531, 9788129135537, English, 306,₹236, Rupa Publications India, 01 Jan 2014, N, Love. Corruption. Ambition,Revolution Twenty 20,https://www.bookswagon.com/book/revolution-twenty-20-chetan-bhagat/9788129135537, 331 gr, 127 mm
Janice L. Hinkle|Kerry H. Cheever, Paperback,Home::General,, 39.99992 mm, 9387963721, 9789387963726, English, 2536,"₹2,669", Wolters Kluwer India PVt. LTd., 30 Aug 2018,,,Brunner and Suddarth?s Textbook of Medical-Surgical Nursing South Asian Edition (VOLUME1&2): Vol. 2,https://www.bookswagon.com/book/brunner-suddarths-textbook-medicalsurgical-nursing/9789387963726, 649.9999995 gr, 139.99972 mm
Geronimo Stilton, Paperback,Home::Children & Teens::Children’s & young adult fiction & true stories::Adventure stories (children’s/ya), 6, 191 mm, 054510369X, 9780545103695, English, 128,₹231, Scholastic Paperbacks, 01 Jan 2010, Y,,Karate Mouse (Geronimo Stilton #40),https://www.bookswagon.com/book/karate-mouse-geronimo-stilton-40/9780545103695, 181 gr, 132 mm
Om Books Editorial Team, Hardcover,Home::General,, 46.999906 mm, 9353761069, 9789353761066, English, 384,₹725,,,,,Encyclopedia: Big Book of Knowledge,https://www.bookswagon.com/book/encyclopedia-om-books-editorial-team/9789353761066,, 253.999492 mm
Wonder House Books, Paperback,Home::General,, 0.0 mm, 9389567688, 9789389567687, English, 32,₹77, Wonder House Books, 10 Jun 2020,,,Paw Patrol Pawfect Maze Activity book: Activity Books For Kids,https://www.bookswagon.com/book/paw-patrol-pawfect-maze-activity/9789389567687, 110 gr, 0.0 mm
SANJEEV SANYAL, Paperback,Home::History & Humanities::History::History: specific events & topics::Historical geography,, 196 mm, 0143333666, 9780143333661, English, 220,₹205, Penguin Books India Pvt Ltd, 01 Jan 2015, Y,,Incredible History of India's Geography,https://www.bookswagon.com/book/incredible-history-indias-geography-sanjeev/9780143333661, 317 gr, 130 mm
Dreamland Publications, Paperback,Home::General,, 280 mm, 9350898349, 9789350898345,, 32,₹90, Dreamland Publications, Aug-2016,,,Extreme Copy Colour - FLOWERS,https://www.bookswagon.com/book/extreme-copy-colour-flowers-dreamland/9789350898345, 130 gr, 280 mm
Brene Brown , Hardcover,Home::Business & Economics::Business & management::Management & management techniques::Management: leadership & motivation,, 196 mm, 1785043773, 9781785043772, English, 336,₹863, Vermilion, 30 Nov 2021,,,Atlas of the Heart,https://www.bookswagon.com/book/atlas-heart-brene-bren%C3%A9-brown/9781785043772, 1200 gr, 33 mm
George R. R. Martin, Paperback,Home::Fiction::Fantasy, 47, 197 mm, 0007448031, 9780007448036, English, 864,₹454, HarperCollins Publishers, 01 Sep 2011, Y,,A Game of Thrones (Reissue),https://www.bookswagon.com/book/game-thrones-reissue-r-george/9780007448036, 540 gr, 140 mm
Sima Kumari, Paperback,Home::Society & social sciences::Education,, 246 mm, 8178127318, 9788178127316, English, 496,₹384, Ramesh Publishing House, 2015, Y, Commerce Previous Papers (Solved),CBSE-UGC-NET: Commerce Previous Papers (Solved),https://www.bookswagon.com/book/cbseugcnet-sima-kumari-rph-editorial/9788178127316, 1368 gr, 189 mm
Danusia Stok, Paperback,Home::Fiction::Fantasy,, 205.999588 mm, 1473232279, 9781473232273, English,,"₹3,466", Orion Publishing Co, 17 Sep 2020,,,The Witcher Boxed Set,https://www.bookswagon.com/book/witcher-boxed-set-danusia-stok/9781473232273, 2512 gr, 207.999584 mm
Sachin Tendulkar, Paperback,Home::Biographies & Memoirs::Biography: general::Biography: sport::Autobiography: sport, 32, 196 mm, 1473605172, 9781473605176, English, 416,₹425, Hodder & Stoughton, 12 Jan 2016, Y, My Autobiography,Playing It My Way,https://www.bookswagon.com/book/playing-it-my-way-sachin/9781473605176, 430 gr, 127 mm
Walter Isaacson , Hardback,"Home::Biographies & Memoirs::Biography: general::Biography: science, technology & engineering::Autobiography: science, technology & engineering",, 235 mm, 1982181281, 9781982181284, English, 688,"₹1,179", Simon & Schuster, 07 Nov 2023, Y,,Untitled Nonfiction Pp,https://www.bookswagon.com/book/untitled-nonfiction-pp-walter-isaacson/9781982181284, 1019 gr, 156 mm
Sudha Murty, Paperback,Home::History & Humanities::Religion & Spirituality::Hinduism,, 203 mm, 0143427865, 9780143427865, English, 200,₹205, Penguin Random House India Pvt. Ltd, 14 Nov 2017, Y,,The Man from the Egg,https://www.bookswagon.com/book/man-from-egg-murty-sudha/9780143427865, 91 gr, 127 mm
Rajeev Saxena , Paperback,"Home::Parenting, Family & Health",, 25 mm, 9355212496, 9789355212498, Hindi, 200,₹207, Prabhat Prakashan Pvt. Ltd., 04 Mar 2022,,,"Saans Ke Rahasya - Jo Chahein, So Paayein",https://www.bookswagon.com/book/saans-ke-rahasya-jo-chahein/9789355212498,, 140 mm
Homer, Hardcover,Home::General,, 4.5 mm, 9388144295, 9789388144292, English, 768,₹689, Fingerprint! Publishing, 01 Aug 2018,,,HOMER : The Iliad & The Odyssey (Deluxe Hardbound Edition),https://www.bookswagon.com/book/homer-homer/9789388144292, 747 gr, 14.0 mm
SHASHI THAROOR, Hardback,Home::History & Humanities::Philosophy::Social & political philosophy,, 216 mm, 9386021102, 9789386021106, English, 320,₹620, Repro Knowledgcast Ltd, 19 Jan 2017, N,,Why I am a Hindu,https://www.bookswagon.com/book/why-i-am-a-hindu/9789386021106, 539 gr, 140 mm
E Balagurusamy, Paperback,Home::General,, 0 mm, 9352604164, 9789352604166, English, 632 ,₹584, McGraw Hill Education, 20 September 2017,,,Computing Fundamentals and C Programming,https://www.bookswagon.com/book/computing-fundamentals-c-programming-e/9789352604166, 0 gr, 172 mm
Michael E. Hall, Hardback,Home::Medicine::Pre-clinical medicine: basic sciences::Physiology,, 284 mm, 0323597122, 9780323597128, English, 1152,"₹6,489", Elsevier Health Sciences, 16 Jun 2020, Y,,Guyton and Hall Textbook of Medical Physiology,https://www.bookswagon.com/book/guyton-hall-textbook-medical-physiology/9780323597128, 2582 gr, 224 mm
Salil Desai, Paperback,Home::General,, 1.4 mm, 9388144856, 9789388144858, English, 240,₹207, Fingerprint! Publishing, 05 Jul 2018,,,The Sane Psychopath,https://www.bookswagon.com/book/sane-psychopath-salil-desai/9789388144858, 700 gr, 12.6 mm
Jan Yager, Paperback,Home::General,, 39.99992 mm, 938794476X, 9789387944763, English, 244,₹395, Jaico Publishing House, 23 Jan 2019,,,How to Finish Everything You Start,https://www.bookswagon.com/book/how-finish-everything-you-start/9789387944763, 294.8350405 gr, 139.99972 mm
"Housel, Morgan", Paperback,Home::General,, 40 mm, 9391019021, 9789391019020, Telugu, 256,₹284, Jaico Publishing House, 15 Sep 2021,,,The Psychology of Money (Telugu),https://www.bookswagon.com/book/psychology-money-telugu-housel-morgan/9789391019020,, 140 mm
Alice Oseman, Paperback,Home::Children & Teens::Children’s & young adult fiction & true stories::Romance & relationships stories (children’s/ya),, 231 mm, 1444952773, 9781444952773,, 384,₹489, Hachette Children'S Group, 06 Feb 2020,,,Heartstopper Volume 3,https://www.bookswagon.com/book/heartstopper-volume-3-alice-oseman/9781444952773, 476 gr, 150 mm
 Emily Bronte, Paperback,"Home::Literature & literary studies::Literature: history & criticism::Literary studies: fiction, novelists & prose write",, 188 mm, 0143454196, 9780143454199, English, 304,₹119, Penguin, 30 Aug 2021, Y,,"Wuthering Heights (Premium Paperback, Penguin India)",https://www.bookswagon.com/book/wuthering-heights-premium-paperback-penguin/9780143454199, 294 gr, 124 mm
Rabindranath Tagore, Paperback,Home::General,, 46.999906 mm, 9390441153, 9789390441150, English, 112,₹90, Srishti Publishers & Distributors, 11 Feb 2021,,,Nationalism,https://www.bookswagon.com/book/nationalism-rabindranath-tagore/9789390441150,, 253.999492 mm
"Misra, Nityananda", Paperback,Home::General,, 46.999906 mm, 9390358108, 9789390358106, English, 176,₹311,,,,,Sunama: Beautiful Sanskrit Names,https://www.bookswagon.com/book/sunama-misra-nityananda/9789390358106,, 253.999492 mm
Leonard Susskind, Paperback,Home::General, 22, 131 mm, 0141977817, 9780141977812,, 384,₹425, Penguin Books Ltd, 30 Apr 2015, Y,,Quantum Mechanics: The Theoretical Minimum,https://www.bookswagon.com/book/quantum-mechanics-leonard-susskind-art/9780141977812, 281 gr, 198 mm
Wonder House Books, Board Book,"Home::Children & Teens::Picture books,  activity books & early learning material::Early learning / early learning concepts::Early learning: size, shapes & patterns",, 2.0 mm, 9388144139, 9789388144131, English, 26,₹303, Wonder House Books, 05 Sep 2018, Y, Early Learning Padded Board Books for Children (My First Padded Books),My First Padded Book Of Colours and Shapes: Early Learning Padded Board Books For Children (My First Padded Books),https://www.bookswagon.com/book/my-first-padded-book-colours/9789388144131, 385 gr, 16.3 mm
William Walker Atkinson, Paperback,Home::General,, 196.999606 mm, 9354401694, 9789354401695, Tamil, 264,₹119, Fingerprint! Publishing, 01 Feb 2021,,,"Memory-How to Develop, Train and Use it",https://www.bookswagon.com/book/memoryhow-develop-train-use-it/9789354401695,, 19.99996 mm
Liz Wiseman, Paperback,Home::Business & Economics::Business & management::Management & management techniques::Management: leadership & motivation,, 229 mm, 0062699172, 9780062699176, English, 368,₹396, HarperCollins Publishers Inc, 16 May 2017, N,,"Multipliers, Revised and Updated",https://www.bookswagon.com/book/multipliers-revised-updated-liz-wiseman/9780062699176, 470 gr, 154 mm
N.A., Hardcover,Home::History & Humanities::Religion & Spirituality::Hinduism,, 286 mm, 8187108258, 9788187108252, English, 350,₹783, Om Publication, 30 Nov 2007,,,Mahabharata                                                                                         ,https://www.bookswagon.com/book/mahabharata-na/9788187108252, 1542.21 gr, 224.03 mm
"uh ÝSad
 Anne Frank                                        ", PAPERBACK,Home::General,, 197 mm, 817599326X, 9788175993266, ENGLISH, 276,₹119, Fingerprint! Publishing," Dec,2015",,,Ek Yuva Ladki Ki Diary : Translation Of Bestseller The Diary Of A Young Girl By Anne Frank.,https://www.bookswagon.com/book/ek-yuva-ladki-ki-diary/9788175993266, 220 gr, 127 mm
Rachna Bisht Rawat, Paperback,Home::History & Humanities::History::Military history,, 196 mm, 0143422359, 9780143422358, English, 296,₹239, Penguin Books India Pvt Ltd, 01 Aug 2014, Y,,Brave,https://www.bookswagon.com/book/brave-rachna-bisht-rawat/9780143422358, 204 gr, 127 mm
Adrian Newey, Hardback,Home::Biographies & Memoirs::Biography: general::Biography: sport::Autobiography: sport,, 195 mm, 000819680X, 9780008196806,, 400,₹974, HarperCollins Publishers, 02 Nov 2017, N,,How to Build a Car,https://www.bookswagon.com/book/how-build-a-car-adrian/9780008196806, 1278 gr, 244 mm
Taylor Jenkins Reid, Paperback,Home::Fiction::Romance, 19, 208 mm, 1476776881, 9781476776880, English, 352,₹365, Washington Square Press, 07 Jul 2015, Y,,Maybe in Another Life,https://www.bookswagon.com/book/maybe-in-another-life-taylor/9781476776880, 272 gr, 135 mm
Barrett, Paperback,Home::General,, 39.99992 mm, 9353168406, 9789353168407, English, 742,"₹1,365", McGraw Hill, 01 Jan 2019,,,Ganong's Review Of Medical Physiology,https://www.bookswagon.com/book/ganongs-review-medical-physiology-barrett/9789353168407, 1599.999999 gr, 139.99972 mm
 Agatha Christie, Paperback,Home::General,, 195 mm, 0007527535, 9780007527533,, 288,₹259, HarperCollins Publishers, 26 Sep 2013, Y,,The ABC Murders,https://www.bookswagon.com/book/abc-murders-agatha-christie/9780007527533, 198 gr, 130 mm
Rick Riordan , Paperback,Home::Children & Teens::Children’s & young adult fiction & true stories::Fantasy & magical realism (children’s/ya),, 197 mm, 0141335769, 9780141335766, English, 608,₹323, Penguin Books Ltd, 03 Oct 2013, Y,,The Mark of Athena (Heroes of Olympus Book 3),https://www.bookswagon.com/book/mark-athena-heroes-olympus-book/9780141335766, 416 gr, 131 mm
Holly Black, Paper Back ,Home::General,,, 1471408655, 9781471408656, English, 448,₹324, Hot Key Books, 2019,,,The Wicked King (The Folk of the Air),https://www.bookswagon.com/book/wicked-king-the-folk-air/9781471408656,,
Om Books Editorial Team, Wall Chart,Home::General,, 29 mm, 9352763203, 9789352763207, English, 1,₹99, Om Books International, 15 Feb 2018,,,Charts: Flowers Charts (Educational Charts for kids),https://www.bookswagon.com/book/charts-om-books-editorial-team/9789352763207, 25 gr, 19 mm
Walter Isaacson , Paperback,Home::Biographies & Memoirs::Biography: general::Biography: arts & entertainment,, 198 mm, 1471166783, 9781471166785,, 624,"₹1,159", Simon & Schuster Ltd, 18 Oct 2018, Y,,Leonardo Da Vinci,https://www.bookswagon.com/book/leonardo-da-vinci-walter-isaacson/9781471166785, 1314 gr, 130 mm
Shiv Shivakumar, Hardback,"Home::Parenting, Family & Health::Self Help & Personal Development",, 203 mm, 067009689X, 9780670096893, English, 288,₹303, Penguin Random House India, 25 Aug 2022, Y," Managing Yourself, Managing Your Team, Managing Your Business",Art of Management,https://www.bookswagon.com/book/art-management-shiv-shivakumar/9780670096893, 476 gr, 127 mm
Pustak Mahal Editorial Board, Paperback,Home::General,, 246 mm, 9381448906, 9789381448908, Assamese, 396,₹252, V & S Publishers, 01 Apr 2011, N,,Rapidex English Speaking Course (Telugu) (with CD),https://www.bookswagon.com/book/rapidex-english-speaking-course-telugu/9789381448908, 702 gr, 189 mm
EDITION BORD, Paperback,Home::General,, 9.99999999 mm, 0190120959, 9780190120955, English,,₹245, Khanna Publishing House, 01 Jan 2020,,,OXFORD SCHOOL ATLAS 9th EDITION (HINDI),https://www.bookswagon.com/book/oxford-school-atlas-9th-edition/9780190120955,, 219.9999998 mm
Peter Lynch, Paperback,Home::Fiction::Modern & contemporary fiction,, 216 mm, 9390924774, 9789390924776, Hindi, 328,₹329, Manjul Publishing House, 29 Sep 2021, N, How to Use What You Already Know to Make Money in the Market NEW,One Up on Wall Street,https://www.bookswagon.com/book/one-up-wall-street-peter/9789390924776, 417 gr, 140 mm
"Sanghi, Ashwin", Paperback,Home::Fiction::Modern & contemporary fiction,, 48 mm, 9356291934, 9789356291935, English, 422,₹259, HarperCollins India, 25 Jul 2022,,,"The Rozabal Line, Bharat Series 1",https://www.bookswagon.com/book/rozabal-line-bharat-series-1/9789356291935, 300 gr, 255 mm
Adania Shibli, Paperback,Home::Fiction::Modern & contemporary fiction,, 129 mm, 191309717X, 9781913097172, English, 144,₹303, Fitzcarraldo Editions, 06 May 2020, Y,,Minor Detail,https://www.bookswagon.com/book/minor-detail-adania-shibli-elisabeth/9781913097172, 168 gr, 196 mm
Bhatt,,Home::General,,, 9380358962, 9789380358963, English,,₹344, Charotar Publishing House Pvt.Ltd, 2014,,,Engineering Drawing,https://www.bookswagon.com/book/engineering-drawing-bhatt/9789380358963,,
Appu Esthose Suresh|Priyanka Kotamraju, Paperback,Home::General,,, 9354890539, 9789354890536, English, 240,₹259, HarperCollins India, 01 Oct 2021,,,"The Murderer, The Monarch and The Fakir: A New Investigation of Mahatma Gandhi's Assassination",https://www.bookswagon.com/book/murderer-monarch-fakir-appu-esthose/9789354890536, 700 gr,
Dav Pilkey, Hardcover,Home::General,, 0 mm, 9352750985, 9789352750986, English,,₹390, Scholastic, 31 August 2017,,,Dog Man Unleashed (Dog Man #2) From the Creator of Captain Underpants,https://www.bookswagon.com/book/unleashed-dog-man-2-from/9789352750986, 0 gr, 137 mm
Angela Rodel, Paperback,Home::Fiction::Modern & contemporary fiction,, 198 mm, 1474623077, 9781474623070,, 304,₹468, Orion Publishing Co, 20 Apr 2023,,,Time Shelter,https://www.bookswagon.com/book/time-shelter-angela-rodel-georgi/9781474623070, 274 gr, 129 mm
 John Keats, Hardcover,Home::Literature & literary studies::Literature: history & criticism::Literary studies: poetry & poets,, 4.0 mm, 9389178479, 9789389178470, English, 524,₹364, Fingerprint! Publishing, 01 Aug 2019, Y, Collectable Hardbound Edition,"100 Selected Poems, John Keats: Collectable Hardbound edition",https://www.bookswagon.com/book/100-selected-poems-john-keats/9789389178470, 566 gr, 13.5 mm
"Laxmikanth, M", Paperback,Home::General,, 39.99992 mm, 9390491835, 9789390491834, Hindi, 480,₹440, McGraw Hill, 10 Mar 2021,,,Bhartiya Shasan - Third Edition | Civil Seva Prarambhik (Samanya Adhyayan - I) evam Mukhya (Samanya Adhyayan - II) Pariksha Hetu,https://www.bookswagon.com/book/bhartiya-shasan-third-edition-civil/9789390491834,, 139.99972 mm
George Orwell, PAPERBACK,Home::Fiction::Classic fiction,, 197 mm, 8172344392, 9788172344399, ENGLISH, 144,₹59, Fingerprint! Publishing, 12/2012,,,Animal Farm,https://www.bookswagon.com/book/animal-farm-george-orwell/9788172344399, 110 gr, 127 mm
Chandramouli Venkatesan, Paperback,"Home::Parenting, Family & Health::Self Help & Personal Development::Advice on careers & achieving success",, 203 mm, 0143442473, 9780143442479, English, 208,₹239, Penguin Random House India Pvt. Ltd, 15 Feb 2018, Y,,Catalyst,https://www.bookswagon.com/book/catalyst-chandramouli-venkatesan/9780143442479, 700 gr, 127 mm
